business_name,text_original,rating,rating_category,rating_group,review_word_count,final_cluster,theme,theme_confidence,restaurant_type
Askin Tostevi,When you go to Ayvalık; I definitely recommend you to go here to eat toast. Perfect taste.,5,taste,POSITIVE (4-5),17,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Askin Tostevi,Crispy and delicious toast.,4,indoor_atmosphere,POSITIVE (4-5),4,8,Burger Experience,High,Other / Unknown
Pizzeria Remo,Excellent Roman pizza. Fast; pleasant and courteous service.,5,menu,POSITIVE (4-5),8,4,Pizza Experience,High,Pizza
Pizzeria Remo,What an awesome place. The fried starters were lush; as were the rice balls. However; the pizza was amazing; the best I have tasted (in Rome).,5,outdoor_atmosphere,POSITIVE (4-5),26,4,Pizza Experience,High,Pizza
Pizzeria Remo,It was quite crowded so we waited in line for a long time. The flavor was good.,4,indoor_atmosphere,POSITIVE (4-5),17,5,Waiting Time & Service Friction,High,Pizza
Pizzeria Remo,Authentic Italian restaurant; best pizza I ever ate in my life. You know it’s going to be good when Italians go there. Prices are really cheap as well; it was only 8€ for my pizza.,5,menu,POSITIVE (4-5),35,4,Pizza Experience,High,Pizza
Pizzeria Remo,I strongly recommend. The best of the best. Very thin and soft. Nice service and reasonable price.,5,outdoor_atmosphere,POSITIVE (4-5),17,6,Staff & Service Quality,High,Pizza
Pizzeria Remo,The pizzeria in the heart of Testaccio is open from 19:00 without reservation... fills up immediately. Excellent typical Roman pizza.,4,indoor_atmosphere,POSITIVE (4-5),20,4,Pizza Experience,High,Pizza
Pizzeria Remo,Great thin crust pizza. Its super busy so be prepared for a decent wait. The suppli and fiore di zucca aren't the best; but the pizzas are top notch.,4,menu,POSITIVE (4-5),29,4,Pizza Experience,High,Pizza
Pizzeria Remo,It was much better on our last visit (6 years ago). This time we were not satisfied with the service or the quality of the pizza.,3,taste,MIXED (3),26,4,Pizza Experience,High,Pizza
Pizzeria Remo,"Not touristic, that's why super. The place is real; truly local; authentic. Atmosphere here is really special. Waiters are cool guys; not trying to be super polite. Love it!",5,outdoor_atmosphere,POSITIVE (4-5),29,9,Positive Overall Experience,Medium,Pizza
Pizzeria Remo,Awesome locals spot for pizza and typical Roman fare.,5,taste,POSITIVE (4-5),9,4,Pizza Experience,High,Pizza
Pizzeria Remo,Best pizza around. GOAT status. Have to try that Diavola pizza. Absolutely no cap!,5,outdoor_atmosphere,POSITIVE (4-5),14,4,Pizza Experience,High,Pizza
Diyarbakir Ocakbasi Palace,The food is quite delicious. The prices are higher than the average in Samsun; but suitable for a decent place. The waiters were interested; the appetizers were delicious.,4,menu,POSITIVE (4-5),28,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Diyarbakir Ocakbasi Palace,Diyarbakır Ocakbasi is one of the most established places of Samsun; but I couldn't understand this branch. The taste of the food is very good; there is no problem about it; but the service is very heavy; the number of staff is insufficient.,4,outdoor_atmosphere,POSITIVE (4-5),43,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Diyarbakir Ocakbasi Palace,The view is beautiful; the food is good. It's about the waiters. If you are going alone in the evening; a reservation seems to be a must. Too crowded.,5,menu,POSITIVE (4-5),29,9,Positive Overall Experience,Medium,Other / Unknown
Diyarbakir Ocakbasi Palace,It was a great place; the most beautiful meatloaf I've ever eaten in my life.  The cheddar lahmacun and stuffed ribs were perfect; and the meat had no smell. The service is nice; they respect.,5,taste,POSITIVE (4-5),35,9,Positive Overall Experience,Medium,Other / Unknown
Diyarbakir Ocakbasi Palace,When we last arrived; many of the products on the menu were not available. It is also interesting that there are no liver skewers in the place called Ocakbasi.,3,outdoor_atmosphere,MIXED (3),29,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Diyarbakir Ocakbasi Palace,2 appetizers 1 salad the smell of blood and the taste of meat were disgusting chicken and lamb were fine.,1,taste,NEGATIVE (1-2),20,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Diyarbakir Ocakbasi Palace,I gave unnecessary money. It had no taste; no service. It was very expensive.,1,indoor_atmosphere,NEGATIVE (1-2),14,6,Staff & Service Quality,High,Other / Unknown
Diyarbakir Ocakbasi Palace,A restaurant that has lost its previous refinement. Lahmacun as seen in the photo. The service is slow. I recommend a little more wannabe and attention.,2,taste,NEGATIVE (1-2),26,6,Staff & Service Quality,High,Other / Unknown
Diyarbakir Ocakbasi Palace,The food was great; the service was fast and the staff was friendly. Stuffed ribs were very fresh and delicious.,5,outdoor_atmosphere,POSITIVE (4-5),20,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Diyarbakir Ocakbasi Palace,We tried Lahmacun and Beyti. They both taste great.,4,taste,POSITIVE (4-5),9,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Diyarbakir Ocakbasi Palace,Their meat was incredibly bad. Chicken canada had another taste.  The service is nice; but I would say the flavor is 0. In a cooker; this tastelessness is surprising; obviously.,2,taste,NEGATIVE (1-2),30,8,Burger Experience,High,Other / Unknown
Kaliteci,It's nice that it's open every time in a day. Turkish coffee + tea + 2 pastries =52TL. Service is average... Turkish coffee is not tasty.,4,indoor_atmosphere,POSITIVE (4-5),26,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Kaliteci,Delicious tastes; clean place.,4,outdoor_atmosphere,POSITIVE (4-5),4,9,Positive Overall Experience,Medium,Other / Unknown
Kaliteci,We have a full breakfast and pay 20 TL. Isn't it perfect?,5,taste,POSITIVE (4-5),12,3,Price & Value,High,Other / Unknown
Kaliteci,We had a pleasant breakfast in a bright environment.,5,indoor_atmosphere,POSITIVE (4-5),9,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Kaliteci,There's a mess inside; the business really needs to improve on the organization.,2,outdoor_atmosphere,NEGATIVE (1-2),13,6,Staff & Service Quality,High,Other / Unknown
Kaliteci,A bakery and Patisserie that offers quality; delicious and plenty of options.,5,indoor_atmosphere,POSITIVE (4-5),12,9,Positive Overall Experience,Medium,Other / Unknown
Kaliteci,Great cafe. Excellent staff. Brilliant cakes and pastries.,5,taste,POSITIVE (4-5),8,9,Positive Overall Experience,Medium,Other / Unknown
Kaliteci,Thanks for great breakfast experience!,5,taste,POSITIVE (4-5),5,10,Short Positive Praise / Recommendation,High,Other / Unknown
Kaliteci,It seems like the products were better last year.. There is always a queue.,4,outdoor_atmosphere,POSITIVE (4-5),14,6,Staff & Service Quality,High,Other / Unknown
Kaliteci,The donut had no filling in it so it was like sweet bread.,2,taste,NEGATIVE (1-2),13,5,Waiting Time & Service Friction,High,Other / Unknown
Kaliteci,Loved.,5,outdoor_atmosphere,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Other / Unknown
Sanukiya,Prices were cheap. But the queue was too long. I liked the flavors as a korean.,4,menu,POSITIVE (4-5),16,3,Price & Value,High,Other / Unknown
Sanukiya,A delicious udon that you can enjoy even in the middle of summer! It was very hot; cramped and crowded with people and I had two bowls of udon and a side dish with two bottles of booze.,4,outdoor_atmosphere,POSITIVE (4-5),38,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Sanukiya,The set composition was good! Chicken egg rice and karaage were delicious. Many Koreans come here for udon. Waiters are friendly and service is fast!,3,taste,MIXED (3),25,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sanukiya,Lovely and delicious..,4,indoor_atmosphere,POSITIVE (4-5),3,10,Short Positive Praise / Recommendation,High,Other / Unknown
Sanukiya,5-10 min walk from the Louvre (depending on which side you come from). I ate really delicious things. I would definitely recommend.,4,outdoor_atmosphere,POSITIVE (4-5),22,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Sanukiya,The best udon restaurant in the capital! Few tables however; making a lot of waiting at peak times.,5,menu,POSITIVE (4-5),18,9,Positive Overall Experience,Medium,Other / Unknown
Sanukiya,The queue was not that long fortunately! The staffs were all very kind and welcoming. The food was amazing! The udon was the hero; it was very flavorful & juicy!,5,taste,POSITIVE (4-5),30,5,Waiting Time & Service Friction,High,Other / Unknown
Sanukiya,There were few tables and chairs inside.,4,indoor_atmosphere,POSITIVE (4-5),7,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Sanukiya,Best udon in Paris. Well Korean celebrities visits it too. Just a little bit crowded.,4,menu,POSITIVE (4-5),15,9,Positive Overall Experience,Medium,Other / Unknown
Sanukiya,"As an udon restaurant close to the Louvre; it tastes just as good. There's quite a line at lunch, but your turn comes quickly.",5,outdoor_atmosphere,POSITIVE (4-5),24,9,Positive Overall Experience,Medium,Other / Unknown
Sanukiya,The tempura here is amazing.,5,taste,POSITIVE (4-5),5,1,Regional / Specialty Food Experience,Medium,Other / Unknown
KFC,Fast food restourant with a nice view. Staff are also friendly; mostly frequented by tourists.,4,indoor_atmosphere,POSITIVE (4-5),15,9,Positive Overall Experience,Medium,Other / Unknown
KFC,Very very bad food and very bad service 0/10.,1,outdoor_atmosphere,NEGATIVE (1-2),9,6,Staff & Service Quality,High,Other / Unknown
KFC,A very small hamburger. I can say that there are places where you can eat bigger and delicious hamburger menus for cheaper. The place is very busy and small. Finding a place to sit is a miracle.,3,taste,MIXED (3),37,8,Burger Experience,High,Other / Unknown
KFC,Classic KFC.,4,menu,POSITIVE (4-5),2,8,Burger Experience,High,Other / Unknown
KFC,I love fried chicken; I love KFC.,5,indoor_atmosphere,POSITIVE (4-5),7,8,Burger Experience,High,Other / Unknown
KFC,The menu I ordered was served hot; I ate it with my mouth and it was really perfect. But the place is very small and full to the brim. There is no place to sit.,3,indoor_atmosphere,MIXED (3),35,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
KFC,It was delicious!,5,outdoor_atmosphere,POSITIVE (4-5),3,10,Short Positive Praise / Recommendation,High,Other / Unknown
KFC,The chickens are very nice and tasty; I will not say the same for the hamburger.,4,taste,POSITIVE (4-5),16,8,Burger Experience,High,Other / Unknown
KFC,Not friendly; zero customer service. Pretty disappointing. Limited ketchup sauce only two per customer..,1,menu,NEGATIVE (1-2),14,6,Staff & Service Quality,High,Other / Unknown
KFC,They applied extra price because we were tourists; they tried to defraud us officially.,1,outdoor_atmosphere,NEGATIVE (1-2),14,3,Price & Value,High,Other / Unknown
KFC,"The place is very nice; I think, the food was fresh and good; one of my favorite places.",5,taste,POSITIVE (4-5),18,9,Positive Overall Experience,Medium,Other / Unknown
Kruvasan,I ate a lot of croissants; but this was the best quality beautiful croissant I've ever eaten in my life. Crispy on the outside; with lots of butter on the inside; the smell was amazing.,4,menu,POSITIVE (4-5),35,0,Food Taste & Satisfaction,Medium,Other / Unknown
Kruvasan,The place was crowded when we first went. We preferred chocolate croissants. It was fresh and beautiful.,4,indoor_atmosphere,POSITIVE (4-5),17,5,Waiting Time & Service Friction,High,Other / Unknown
Kruvasan,Three of us went and had Avocado & Poached Eggs; Sausage Scrambled Eggs; Mushroom Scrambled Egg Croissant. I didn't like the avocado croissant because I don't like avocados.,4,taste,POSITIVE (4-5),28,5,Waiting Time & Service Friction,High,Other / Unknown
Kruvasan,It's a very enjoyable place. The croissants are amazing! The butter feels very good in mouth; it is crunchy. Salty and sweet; they're all great.,5,outdoor_atmosphere,POSITIVE (4-5),25,9,Positive Overall Experience,Medium,Other / Unknown
Kruvasan,I recommend..,5,indoor_atmosphere,POSITIVE (4-5),2,10,Short Positive Praise / Recommendation,High,Other / Unknown
Kruvasan,Wonderful. The amount of butter used in the croissant was so good that it never lost its taste and crunch. The coffee was fresh and of good quality.,5,taste,POSITIVE (4-5),28,0,Food Taste & Satisfaction,Medium,Other / Unknown
Kruvasan,Cheesecakes are a price / performance product; if they have it; you have to try it immediately. The teas were also very good.,5,menu,POSITIVE (4-5),23,0,Food Taste & Satisfaction,Medium,Other / Unknown
Kruvasan,It was too busy for a Monday. We waited 45 minutes.,3,outdoor_atmosphere,MIXED (3),11,5,Waiting Time & Service Friction,High,Other / Unknown
Kruvasan,The waiters were indifferent; I was not satisfied.,4,indoor_atmosphere,POSITIVE (4-5),8,5,Waiting Time & Service Friction,High,Other / Unknown
Kruvasan,The croissants were delicious but tasted a bit bitter due to overcooking. The croissant with adjika was excellent. But we waited a long time,4,taste,POSITIVE (4-5),24,0,Food Taste & Satisfaction,Medium,Other / Unknown
Kruvasan,You wait in line for 20-50 minutes when you leave. Eating the poached egg croissant left a strange feeling in the mouth. Egg with mushrooms was unsalted.,3,menu,MIXED (3),27,5,Waiting Time & Service Friction,High,Other / Unknown
Midyeci Ahmet,Each mussel costs 7 liras. The place is big can sit inside and outside. There is a Bosphorus view in the place.,4,outdoor_atmosphere,POSITIVE (4-5),22,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Midyeci Ahmet,The kokorec and sauced mussels of this branch next to the sea are quite good.,5,taste,POSITIVE (4-5),15,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Midyeci Ahmet,"In a word, super. No need for expensive places. Very tasty; very clean. You can sit at the tables overlooking the Bosphorus and have a pleasant and reasonably priced meal. The staff is very caring.",5,indoor_atmosphere,POSITIVE (4-5),35,9,Positive Overall Experience,Medium,Other / Unknown
Midyeci Ahmet,Expensive.,3,menu,MIXED (3),1,3,Price & Value,High,Other / Unknown
Midyeci Ahmet,Not too good; not too bad either.,4,taste,POSITIVE (4-5),7,10,Short Positive Praise / Recommendation,High,Other / Unknown
Midyeci Ahmet,10 mussels + half a kokorec is 240TL. Also; the place smells like toilet.,1,outdoor_atmosphere,NEGATIVE (1-2),14,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Midyeci Ahmet,I had the chance to try classic mussels and mussels with sauce. Both were beautiful. Kokorec was also good.,5,indoor_atmosphere,POSITIVE (4-5),19,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Midyeci Ahmet,Prices are a little bit high but tastes are nice.,4,menu,POSITIVE (4-5),10,3,Price & Value,High,Other / Unknown
Midyeci Ahmet,In a word; it is magnificent; this is the heart of mussels in Istanbul. Atom kokoreç must be tasted. The mussels with sauce are another good one..,5,indoor_atmosphere,POSITIVE (4-5),27,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Midyeci Ahmet,Taste has deteriorated compared to the past. I guess it's because he's famous. I do not recommend; you can eat betters in other restourants.,1,taste,NEGATIVE (1-2),24,0,Food Taste & Satisfaction,Medium,Other / Unknown
Midyeci Ahmet,Magnificent view and legendary taste; and kokorec is also very good; I recommend it to everyone.,5,outdoor_atmosphere,POSITIVE (4-5),16,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Kalkanoglu Pilav,"If you go to Trabzon, it is a place you should definitely visit. I knew it was a historical rice cooker; and it tasted great.",5,indoor_atmosphere,POSITIVE (4-5),25,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Kalkanoglu Pilav,Rice and roast are delicious! The inside can be visited like a museum; the employees are friendly. It's a bit pricey though; bring cash with you.,4,taste,POSITIVE (4-5),26,9,Positive Overall Experience,Medium,Other / Unknown
Kalkanoglu Pilav,The rice was very oily but the roast was delicious. We paid 450₺ for 3 people. Prices are a little high.,3,outdoor_atmosphere,MIXED (3),21,3,Price & Value,High,Other / Unknown
Kalkanoglu Pilav,Dishes were really expensive.,4,menu,POSITIVE (4-5),4,3,Price & Value,High,Other / Unknown
Kalkanoglu Pilav,It's just perfect; there is nothing to say.,5,indoor_atmosphere,POSITIVE (4-5),8,10,Short Positive Praise / Recommendation,High,Other / Unknown
Kalkanoglu Pilav,A very authentic place; its roasted meat and bean on the rice is legendary… 1 portion is enough.. The taste of the compote they serve is indispensable…,5,taste,POSITIVE (4-5),27,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Kalkanoglu Pilav,2 roasted meat on rice + a ayran and a compote; a total of :220 It was nice that it was better roasted than rice.,4,taste,POSITIVE (4-5),25,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Kalkanoglu Pilav,I tried it after the positive reviews. Its rice and compote are nice. However; there are places in the Black Sea where I ate better roast beef. It's not a place I can say you should try. Prices are reasonable. The place is nice; the service was good.,4,outdoor_atmosphere,POSITIVE (4-5),48,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Kalkanoglu Pilav,I have never eaten such delicious roasted rice anywhere. Service presentation and environment was very very nice.,5,indoor_atmosphere,POSITIVE (4-5),17,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Kalkanoglu Pilav,My order arrived late and cold. Prices were high.,3,menu,MIXED (3),9,3,Price & Value,High,Other / Unknown
Kalkanoglu Pilav,An incredibly beautiful atmosphere with its historical texture and story. We preferred Roasted Meat on the Rice; it was delicious. Portions are very filling.,5,outdoor_atmosphere,POSITIVE (4-5),24,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Monica Kitchen,This is a place we always go for peri peri burger and crispy ravioli. Thanks for the treats.,5,taste,POSITIVE (4-5),18,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Monica Kitchen,We ordered the Cream Croissant. The chocolate was bitter and too liquid; I think it would be better if Nutella was applied. It was not a dessert worth the price. (145₺). They also forgot the tea I ordered.,2,menu,NEGATIVE (1-2),38,0,Food Taste & Satisfaction,Medium,Other / Unknown
Monica Kitchen,It is much better decorated and the quality has been improved considerably. When you enter; a very pleasant cafe atmosphere and ambiance welcomes you. I recommend sitting close to the wood stove. We ordered breakfast and were satisfied. Toilets were very; very dirty.,3,indoor_atmosphere,MIXED (3),43,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Monica Kitchen,I drank Turkish coffee; it was good.,4,outdoor_atmosphere,POSITIVE (4-5),7,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Monica Kitchen,The products were delicious; the atmosphere was nice. Prices are reasonable; service needs improvement.,4,taste,POSITIVE (4-5),14,3,Price & Value,High,Other / Unknown
Monica Kitchen,Great viewed restourant.,5,outdoor_atmosphere,POSITIVE (4-5),3,10,Short Positive Praise / Recommendation,High,Other / Unknown
Monica Kitchen,I really liked the atmosphere. The breakfast was very good and worth the price. It is not very expensive; but it is not very affordable either; I think there are ideal prices. Desserts were also excellent.,5,menu,POSITIVE (4-5),36,3,Price & Value,High,Other / Unknown
Monica Kitchen,They are not good in hygiene; portions are big; taste is good; prices are above average.. View is good.,4,indoor_atmosphere,POSITIVE (4-5),19,3,Price & Value,High,Other / Unknown
Monica Kitchen,Slow service; average taste.,3,outdoor_atmosphere,MIXED (3),4,6,Staff & Service Quality,High,Other / Unknown
Monica Kitchen,In short; the plates brought to you are no different from the ones on the menu. Pizza is definitely in the top three I've ever eaten.,5,taste,POSITIVE (4-5),26,4,Pizza Experience,High,Other / Unknown
Monica Kitchen,It's a nice cafe. A little curly haired busboy there was very kind to us. The service was nice.,4,indoor_atmosphere,POSITIVE (4-5),19,9,Positive Overall Experience,Medium,Other / Unknown
Sevinc Pastanesi,We came across the Pavlova dish; it was delicious. Their fruit pasta wasn't bad either; but the kids really liked it. The staff is very caring and helpful.,4,outdoor_atmosphere,POSITIVE (4-5),28,2,Overall Dining Experience & Menu Variety,Medium,Bakery / Dessert
Sevinc Pastanesi,Izmir bomb was nice. The ice cream tasted like milk (not goat's milk) that I was not used to; but it didn't bother me.,4,taste,POSITIVE (4-5),24,0,Food Taste & Satisfaction,Medium,Bakery / Dessert
Sevinc Pastanesi,I am attaching the photos I could take about the menu and its prices. Overall it wasn't bad.,4,menu,POSITIVE (4-5),18,3,Price & Value,High,Bakery / Dessert
Sevinc Pastanesi,Although it is a classic; its products are ordinary. Prices are expensive for the quality.,2,indoor_atmosphere,NEGATIVE (1-2),15,3,Price & Value,High,Bakery / Dessert
Sevinc Pastanesi,Lemonade and desserts were terrific.,5,outdoor_atmosphere,POSITIVE (4-5),5,0,Food Taste & Satisfaction,Medium,Bakery / Dessert
Sevinc Pastanesi,Everything we ordered was excellent especially the Pavlova cake.,5,taste,POSITIVE (4-5),9,2,Overall Dining Experience & Menu Variety,Medium,Bakery / Dessert
Sevinc Pastanesi,Great ambiance.,4,indoor_atmosphere,POSITIVE (4-5),2,10,Short Positive Praise / Recommendation,High,Bakery / Dessert
Sevinc Pastanesi,I tried Pavlova but it was not what I expected. But it could also be about my choice.,4,outdoor_atmosphere,POSITIVE (4-5),18,2,Overall Dining Experience & Menu Variety,Medium,Bakery / Dessert
Sevinc Pastanesi,We tried Tripple Berry Cheesecake and Pistachio Ice Cream; Strawberry Ice Cream. It was a complete disappointment for us. Especially the pistachio ice cream was highly praised; we couldn't understand why he was bragging.,2,taste,NEGATIVE (1-2),34,0,Food Taste & Satisfaction,Medium,Bakery / Dessert
Sevinc Pastanesi,Menu was like that. Average business.,5,menu,POSITIVE (4-5),6,6,Staff & Service Quality,High,Bakery / Dessert
Sevinc Pastanesi,Prices too high Turkish coffee 42.5TL Salty cookies weak.,5,indoor_atmosphere,POSITIVE (4-5),9,3,Price & Value,High,Bakery / Dessert
Hasan Usta,Spacious; clean and comfortable place. Employees concerned. We didn't wait long for the order. It was one of the best lahmacun I've ever eaten. Prices are affordable.,5,outdoor_atmosphere,POSITIVE (4-5),27,9,Positive Overall Experience,Medium,Other / Unknown
Hasan Usta,It is a place that can be preferred for taste; but the appetizer variety is very weak. The toilets smelled.,3,menu,MIXED (3),20,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Hasan Usta,The food is very delicious. I congratulate the value and sincerity of the employees in their work.,5,taste,POSITIVE (4-5),17,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Hasan Usta,The space is comfortable and spacious. The service is fast; the staff is concerned. There are many types of kebab. We ordered shish shish and Adana; the taste is satisfactory. Prices were like market average.,4,indoor_atmosphere,POSITIVE (4-5),35,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Hasan Usta,Taste; hygiene; speed;service were all very good. I went for a late dinner; everything was very good.,5,outdoor_atmosphere,POSITIVE (4-5),17,5,Waiting Time & Service Friction,High,Other / Unknown
Hasan Usta,We came from out of town. Kebab and skewers were great; and the strained yogurt appetizer was delicious; we will definitely come to you next visit.,5,indoor_atmosphere,POSITIVE (4-5),26,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Hasan Usta,The staff is very interested and fast; the environment is very nice; the food and appetizers are very tasty.,5,taste,POSITIVE (4-5),19,9,Positive Overall Experience,Medium,Other / Unknown
Hasan Usta,I liked the kebab and salad; but I can't say the same for their appetizers. It was less in variety; unfortunately; it was unpleasant for those who came. The ambiance was great.,4,indoor_atmosphere,POSITIVE (4-5),32,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Hasan Usta,It's delicious and the prices are reasonable. The appetizers are very filling and satisfying.,5,menu,POSITIVE (4-5),14,3,Price & Value,High,Other / Unknown
Hasan Usta,We were satisfied with the food; but the toilets are very dirty; I am deducting points from this issue.,3,menu,MIXED (3),19,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Hasan Usta,Three Portions of Adana Kebab on one skewer and 3 drinks for 106 TL. My expectation was higher in terms of taste; but I cannot say that I could fully find this expectation. But the side dishes were not bad.,4,taste,POSITIVE (4-5),40,0,Food Taste & Satisfaction,Medium,Other / Unknown
Magro,Highly recommend for a different and delicious experience. Being on the beach is very good as a place. Toilets are clean. No bad odor or irritating.,5,indoor_atmosphere,POSITIVE (4-5),26,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Magro,Everything really appeals to both the eyes and the stomach. They have an incredibly beautiful and varied menu. Prices are reasonable according to the taste; quality and satiety of the menu.,5,outdoor_atmosphere,POSITIVE (4-5),31,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Magro,Every meal is a source of happiness at Magro. This time we tried chicken with almond sauce and Mac and cheese bolognese; it was delicious. Portions are very filling and very reasonable for the price.,5,taste,POSITIVE (4-5),35,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Magro,Magro is a really nice place in terms of design. I ate chicken broth soup; tomato soup; magro burger and grilled sea bass. Presentation; portion and taste are good. However; it is very expensive.Service sucks.,2,menu,NEGATIVE (1-2),35,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Magro,Unique in Alsancak Kordon.. Good food; especially chicken wrap is awesome.,4,outdoor_atmosphere,POSITIVE (4-5),11,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Magro,It is a classical home breakfast; so it is expensive for home breakfast.,3,taste,MIXED (3),13,3,Price & Value,High,Other / Unknown
Magro,Bad breakfast experince for me.,1,indoor_atmosphere,NEGATIVE (1-2),5,0,Food Taste & Satisfaction,Medium,Other / Unknown
Magro,Everything I ate that in a super menu; was very good. I recommend this place to everyone.,5,menu,POSITIVE (4-5),17,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Magro,Great service; great food; everything is great!,5,indoor_atmosphere,POSITIVE (4-5),7,6,Staff & Service Quality,High,Other / Unknown
Magro,Nice and beautiful place. The breakfast spread was hearty and good. Prices are normal.,5,taste,POSITIVE (4-5),14,3,Price & Value,High,Other / Unknown
Magro,Margarita pizza is pretty good. The atmosphere is also nice. Toilets are very clean.,4,outdoor_atmosphere,POSITIVE (4-5),14,4,Pizza Experience,High,Other / Unknown
Duveroglu,We came here for the first time; we just tried the doner; it was good; the treats were not bad; the staff was very interested.,5,indoor_atmosphere,POSITIVE (4-5),25,5,Waiting Time & Service Friction,High,Other / Unknown
Duveroglu,Lahmacun tasted good and was filling. Some of the ingredients used in the salad started to deteriorate.,3,taste,MIXED (3),17,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Duveroglu,They've updated the prices and it's as if they have reduced the portions. It is irritating that the edges of the plates are broken.,3,menu,MIXED (3),24,3,Price & Value,High,Other / Unknown
Duveroglu,Liked.,5,outdoor_atmosphere,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Other / Unknown
Duveroglu,I didn't like Iskender; the meat was not of good quality.,3,taste,MIXED (3),11,8,Burger Experience,High,Other / Unknown
Duveroglu,Even though it's not as good as it used to be; it's still my choice. I would be more satisfied if they boiled the stuffed meatballs.,3,indoor_atmosphere,MIXED (3),26,8,Burger Experience,High,Other / Unknown
Duveroglu,Good in general. Quality for Kızılay and its surroundings. Lahmacun doesn't taste old...,4,menu,POSITIVE (4-5),13,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Duveroglu,I go here for the lahmacun; I haven't tried their other dishes; but the lahmacun is very good.,5,indoor_atmosphere,POSITIVE (4-5),18,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Duveroglu,I eat it by putting adana kebab in between the lahmacun. Legend is delicious; try it!,4,outdoor_atmosphere,POSITIVE (4-5),16,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Duveroglu,Service is good. Lahmacun was delicious.,5,indoor_atmosphere,POSITIVE (4-5),6,6,Staff & Service Quality,High,Other / Unknown
Duveroglu,Turkish meat doner was good; liked.,4,taste,POSITIVE (4-5),6,8,Burger Experience,High,Other / Unknown
Rumeli Iskembecisi,"Service, respect, taste literally 10/10.",5,outdoor_atmosphere,POSITIVE (4-5),5,6,Staff & Service Quality,High,Other / Unknown
Rumeli Iskembecisi,Definitely a good tripe soup; but I've had much better ones. Very clean place; prices are a bit expensive.,4,indoor_atmosphere,POSITIVE (4-5),19,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Rumeli Iskembecisi,In terms of taste; I can't say it's too good because we drink much better ones. As a business performance; even bread is sold for money alongside soup.,3,taste,MIXED (3),28,0,Food Taste & Satisfaction,Medium,Other / Unknown
Rumeli Iskembecisi,Portion is enough; taste is average; but unfortunately there is no hygiene. We sat in the garden but there was a heavy smell in the environment.,3,menu,MIXED (3),26,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Rumeli Iskembecisi,I found the trotter soup I was looking for; it was very nice; thank you. Employees are not friendly.,4,outdoor_atmosphere,POSITIVE (4-5),19,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
